file,contract,function,gastap_failed,gastap_sol,failed,sol,experiment_duration,gastap_const,gastap_param,const,param,solc_failed,solc_sol
0x69583c6f3d60786e7fd4054c2d539771c36944c1.sol,token,"transfer(address,uint256)",False,217,False,142.0000,14,True,False,True,False,False,226
0x69583c6f3d60786e7fd4054c2d539771c36944c1.sol,Crowdsale,setPrice(uint256),False,21182,False,20497.0000,14,True,False,True,False,False,20591
0x69583c6f3d60786e7fd4054c2d539771c36944c1.sol,Crowdsale,buyTokens(address),False,97338,False,"ExternalCall['tokenReward.transfer__beneficiary, tokens__']*1.0000 + 39765.0000 + 0.0938*returndatasize",14,True,False,True,False,True,0
0x69583c6f3d60786e7fd4054c2d539771c36944c1.sol,Crowdsale,withdrawTokens(uint256),False,38347,False,"ExternalCall['tokenReward.transfer__wallet,_amount__']*1.0000 + 9450.0000 + 0.0938*returndatasize",14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,StandardToken,"approve(address,uint256)",False,22316,False,22253.0000,14,True,False,True,False,False,22331
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,StandardToken,balanceOf(address),False,1210,False,475.0000,14,True,False,True,False,False,625
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,StandardToken,"allowance(address,address)",False,1379,False,606.0000,14,True,False,True,False,False,794
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,StandardToken,"transferFrom(address,address,uint256)",True,,False,64555.0000,14,False,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,StandardToken,"transfer(address,uint256)",False,45342,False,43409.0000,14,True,False,True,False,False,43557
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,Ownable,transferOwnership(address),False,21997,False,20856.0000,14,True,False,True,False,False,20806
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,MultiOwnable,isOwner(address),False,1258,False,623.0000,14,True,False,True,False,False,673
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,MultiOwnable,addOwner(address),False,66293,False,63554.0000,14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,MultiOwnable,removeOwner(address),False,"73188+2630*nat(owners-1)+5057*log(4,4)",False,85968.2500 + 936.0000*g__owners__,14,False,True,False,True,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,Pausable,transferOwnership(address),False,22063,False,20856.0000,14,True,False,True,False,False,20872
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,addOwner(address),False,66579,False,63554.0000,14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,balanceOf(address),False,1540,False,475.0000,14,True,False,True,False,False,955
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"allowance(address,address)",False,1819,False,606.0000,14,True,False,True,False,False,1234
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"transferFrom(address,address,uint256)",True,,False,65466.0000,14,False,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"approve(address,uint256)",False,22404,False,22253.0000,14,True,False,True,False,False,22419
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,changeSeller(address),False,54873,False,66122.0000,14,True,False,True,False,False,51288
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,isOwner(address),False,1390,False,623.0000,14,True,False,True,False,False,805
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"approveAndCall(address,uint256)",False,58155,False,"ExternalCall['spender.receiveApproval__msg.sender, _value__']*1.0000 + 30550.0000 + 0.0938*returndatasize",14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"sellNoDecimals(address,uint256)",False,94558,False,88101.0000,14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,removeOwner(address),False,"73276+2630*nat(locked-1)+5057*log(4,4)",False,172810429.8750 + 936.0000*g__locked__,14,False,True,False,True,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"sell(address,uint256)",False,94436,False,88045.0000,14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,burn(uint256),False,45284,False,43163.0000,14,True,False,True,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsToken,"transfer(address,uint256)",False,47638,False,44315.0000,14,True,False,True,False,False,44653
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForZec(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForUsd(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,setUsdPerEth(uint256),False,109524,False,103943.0000,14,True,False,True,False,False,104745
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,weiToCents(uint256),False,2002,False,733.0000,14,True,False,True,False,False,1417
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByDashTx(string),True,2811+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByEurTx(string),True,2899+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,setSaleEnabled(bool),False,22107,False,20856.0000,14,True,False,True,False,False,20916
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByBtcTx(string),True,2437+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForEur(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByWavesTx(string),True,2525+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForDash(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByZecTx(string),True,1865+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByUsdTx(string),True,2173+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,setNotifier(address),False,25192,False,22737.0000,14,True,False,True,False,False,23401
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForLtc(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,tokensByLtcTx(string),True,2085+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForBtc(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,centsToTokens(uint256),False,6230,False,1719.0000,14,True,False,True,False,False,2645
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,setBeneficiary(address),False,24422,False,22737.0000,14,True,False,True,False,False,22631
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,"sellTokensForWaves(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,BsCrowdsale,transferOwnership(address),False,23119,False,20856.0000,14,True,False,True,False,False,21928
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForZec(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForUsd(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,setUsdPerEth(uint256),False,109524,False,103943.0000,14,True,False,True,False,False,104745
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,weiToCents(uint256),False,2002,False,733.0000,14,True,False,True,False,False,1417
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByDashTx(string),True,2811+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByEurTx(string),True,2899+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,setSaleEnabled(bool),False,22107,False,20856.0000,14,True,False,True,False,False,20916
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByBtcTx(string),True,2437+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForEur(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByWavesTx(string),True,2525+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForDash(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByZecTx(string),True,1865+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByUsdTx(string),True,2173+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,setNotifier(address),False,25192,False,22737.0000,14,True,False,True,False,False,23401
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForLtc(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,tokensByLtcTx(string),True,2085+3* (nat(l(txHash))/32)+94*c(maximize_failed)+50*nat(-unknown+32)+6* (nat(unknown)/32),True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForBtc(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,centsToTokens(uint256),False,6230,False,1719.0000,14,True,False,True,False,False,2645
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,setBeneficiary(address),False,24422,False,22737.0000,14,True,False,True,False,False,22631
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,"sellTokensForWaves(string,address,uint256,uint256)",True,,True,,14,False,False,False,False,True,0
0xa138fdb33b51f8533b5e7a435f263ba9d4100c69.sol,SnovCrowdsale,transferOwnership(address),False,23119,False,20856.0000,14,True,False,True,False,False,21928
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,EtherDelta,"withdrawToken(address,uint256)",False,283,False,142.0000,14,True,False,True,False,False,292
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,EtherDelta,withdraw(uint256),False,204,False,107.0000,14,True,False,True,False,False,213
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,EtherDelta,"depositToken(address,uint256)",False,261,False,142.0000,14,True,False,True,False,False,270
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,EtherDelta,"trade(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32,uint256)",False,514,False,439.0000,14,True,False,True,False,False,523
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,ArbStation,"arbTrade(address[],uint256[],uint8[],bytes32[])",True,,False,"ExternalCall['delta.trade__addressList[0 + 3*flag], uintList[0 + 5*flag], addressList[1 + 3*flag], uintList[1 + 5*flag], uintList[2 + 5*flag], uintList[3 + 5*flag], addressList[2 + 3*flag], uint8List[0 + 1*flag], bytes32List[0 + 2*flag], bytes32List[1 + 2*flag], uintList[4 + 5*flag]__']*2.0000 + 20864.0000 + 6.0000*uintList + 6.0000*addressList + 0.0938*returndatasize + 6.0000*bytes32List + 6.0000*uint8List",14,False,False,False,True,True,0
0xbfd5bb9f5cf70dc5c18b720d916c742926528cbd.sol,ArbStation,withdrawDelta(uint256),False,37448,False,ExternalCall['delta.withdraw__amount__']*1.0000 + 9082.0000 + 0.0938*returndatasize,14,True,False,True,False,True,0
0x1e1fe9186c223ee1679634e3cfb7c03276b19493.sol,token,"transfer(address,uint256)",False,217,False,142.0,14,True,False,True,False,False,226
0x1e1fe9186c223ee1679634e3cfb7c03276b19493.sol,WaterCrowdsale,buyTokens(address),False,85875,False,"ExternalCall['tokenReward.transfer__beneficiary, tokens__']*1.0000 + 52986.0000 + 0.0938*returndatasize + 53.0000*g__thirdWeekBonusInWeek__",14,True,False,False,True,True,0
0x85bc00724203d53536072b000c44a2cc16cd12c5.sol,PassDao,addProject(address),False,89431,False,84198.0,14,True,False,True,False,True,0
0x85bc00724203d53536072b000c44a2cc16cd12c5.sol,PassDao,"upgrade(address,address,address)",False,203533,False,190324.0000,14,True,False,True,False,True,0
0x85bc00724203d53536072b000c44a2cc16cd12c5.sol,PassDao,addMetaProject(address),False,24613,False,21850.0,14,True,False,True,False,False,21622
0xbf74cc2839b4b639062e37b6ea53f3ed7964132c.sol,Announcement,"addAudit(uint256,bool)",True,159092+850*c(maximize_failed)+20070*c(maximize_failed)+5057*c(maximize_failed)+5057*c(maximize_failed),True,,14,False,False,False,False,True,0
0xbf74cc2839b4b639062e37b6ea53f3ed7964132c.sol,Announcement,getMsgWaiting(uint256),True,7052+850*c(maximize_failed)+75*c(maximize_failed)+50*nat(unknown),True,,14,False,False,False,False,True,0
0xbf74cc2839b4b639062e37b6ea53f3ed7964132c.sol,Announcement,addAnn(string),True,104670+3* (nat(l(ipfsHash))/32)+20070*c(maximize_failed)+5057*c(maximize_failed),True,,14,False,False,False,False,True,0
0xa63864e4b6eb2838ea5cc8f1dace9909d38c364a.sol,ERC20Token,"transferFrom(address,address,uint256)",False,322,False,247.0,14,True,False,True,False,False,337
0xa63864e4b6eb2838ea5cc8f1dace9909d38c364a.sol,ERC20Token,"allowance(address,address)",False,303,False,206.0,14,True,False,True,False,False,318
0xa63864e4b6eb2838ea5cc8f1dace9909d38c364a.sol,MultiSend,"dropCoinsMulti(address[],uint256[])",True,,True,,14,False,False,False,False,True,0
0xa63864e4b6eb2838ea5cc8f1dace9909d38c364a.sol,MultiSend,"dropCoinsSingle(address[],uint256)",True,2100+3* (nat(32*l(dests))/32)+failed(no_rf),True,,14,False,False,False,False,True,0
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,"approve(address,uint256)",False,20510,False,20425.0,14,True,False,True,False,False,20525
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,burn(uint256),False,44490,False,42517.0,14,True,False,True,False,False,42705
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,"burnFrom(address,uint256)",False,66595,False,63402.0,14,True,False,True,False,False,63610
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,"transferFrom(address,address,uint256)",False,72522,False,65859.0,14,True,False,True,False,False,65937
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,"approveAndCall(address,uint256,bytes)",True,56847+3* (nat(l(extraData))/32)+75*c(maximize_failed)+50*nat(l(extraData)),True,,14,False,False,False,False,True,0
0x78018b2e6d68f2e044474b147b0238fbf5e5f409.sol,TokenERC20,"transfer(address,uint256)",False,50517,False,44898.0,14,True,False,True,False,False,45132
0x9cf0f1e78922e8eaeb0b91d3b4dcd7b8a103c1d9.sol,BasicToken,"transfer(address,uint256)",False,44368,False,43073.0,14,True,False,True,False,True,0
0x9cf0f1e78922e8eaeb0b91d3b4dcd7b8a103c1d9.sol,BasicToken,balanceOf(address),False,1166,False,475.0,14,True,False,True,False,False,581
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,balanceOf(address),False,1411,False,500.0,14,True,False,True,False,False,826
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,setMaxSupply(uint256),False,26602,False,23607.0,14,True,False,True,False,False,23620
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,"allowance(address,address)",False,1778,False,631.0,14,True,False,True,False,False,1193
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,"transferFrom(address,address,uint256)",False,141291,False,131014.0,14,True,False,True,False,False,130506
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,"approve(address,uint256)",False,23241,False,22634.0,14,True,False,True,False,False,22656
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,"issue(address,uint256,string)",True,,True,,14,False,False,False,False,True,0
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,upgrade(address),False,49687,False,45512.0,14,True,False,True,False,False,44902
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,transferContractOwnership(address),False,25648,False,23215.0,14,True,False,True,False,False,23263
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,burn(uint256),False,49656,False,44173.0,14,True,False,True,False,False,44271
0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531.sol,DynamicToken,"transfer(address,uint256)",False,115225,False,107080.0,14,True,False,True,False,False,106840
0x8C6f3d75873c66cf0300c9d6DFe8D607D1824204.sol,ICOSyndicate,withdraw(address),False,104503,False,"ExternalCall['token.balanceOf__address__this____']*1.0000 + ExternalCall['token.transfer__user, tokens_to_withdraw__']*1.0000 + 29098.0000 + 959.6875*returndatasize",14,True,False,True,False,True,0
0x8C6f3d75873c66cf0300c9d6DFe8D607D1824204.sol,ICOSyndicate,"set_addresses(address,address)",False,43726,False,41629.0000,14,True,False,True,False,False,41335
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,"approve(address,uint256)",False,20510,False,20425.0,14,True,False,True,False,False,20525
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,burn(uint256),False,44490,False,42517.0,14,True,False,True,False,False,42705
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,"burnFrom(address,uint256)",False,66595,False,63402.0,14,True,False,True,False,False,63610
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,"transferFrom(address,address,uint256)",False,72522,False,65859.0,14,True,False,True,False,False,65937
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,"approveAndCall(address,uint256,bytes)",True,56847+3* (nat(l(extraData))/32)+75*c(maximize_failed)+50*nat(l(extraData)),True,,14,False,False,False,False,True,0
0x98eb99adca337dddbdcb56ce7e02d0c2eb13cc3f.sol,Eolecule,"transfer(address,uint256)",False,50517,False,44898.0,14,True,False,True,False,False,45132
0xca577378bb259b0a28ac58a5a0b48acd58da2c7a.sol,StandardToken,"approve(address,uint256)",False,22316,False,22253.0,14,True,False,True,False,False,22331
0xca577378bb259b0a28ac58a5a0b48acd58da2c7a.sol,StandardToken,balanceOf(address),False,1210,False,475.0,14,True,False,True,False,False,625
0xca577378bb259b0a28ac58a5a0b48acd58da2c7a.sol,StandardToken,"allowance(address,address)",False,1379,False,606.0,14,True,False,True,False,False,794
0xca577378bb259b0a28ac58a5a0b48acd58da2c7a.sol,StandardToken,"transferFrom(address,address,uint256)",False,67035,False,63958.0,14,True,False,True,False,False,64050
0xca577378bb259b0a28ac58a5a0b48acd58da2c7a.sol,StandardToken,"transfer(address,uint256)",False,45016,False,43071.0,14,True,False,True,False,False,43231
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,ERC20,"transfer(address,uint256)",False,309,False,212.0000,14,True,False,True,False,False,324
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,ERC20,balanceOf(address),False,246,False,171.0000,14,True,False,True,False,False,261
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,"tokenFallback(address,uint256,bytes)",False,1614+3* (nat(l(data))/32)+8*nat(-l(data)+1),True,,14,False,True,False,False,True,0
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,submitPool(uint256),False,144107,False,107097.0000 + 1.0838*gas,14,True,False,False,True,True,0
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,"checkAvailableTokens(address,address)",False,4240,False,1629.0000,14,True,False,True,False,True,0
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,"withdrawFor(address,address)",True,,True,,14,False,False,False,False,True,0
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,"enableTokenWithdrawals(address,bool)",False,248391,True,,14,True,False,False,False,True,0
0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52.sol,PresalePool,modifyMaxContractBalance(uint256),False,23548,False,21537.0000,14,True,False,True,False,False,21757
0xc3a57bfa038765db73b935b621213cf3b1a7f996.sol,MyMap,"setValue(bytes32,bytes15)",False,22070,False,21001.0,14,True,False,True,False,False,20879
0x309342eeeb7a4d0674d0d9e3ed71e13a2d560786.sol,Owned,setOwner(address),False,21931,False,20856.0,14,True,False,True,False,False,20740
0x309342eeeb7a4d0674d0d9e3ed71e13a2d560786.sol,Destroyable,setHammer(address),False,21975,False,20856.0,14,True,False,True,False,False,20784
0x309342eeeb7a4d0674d0d9e3ed71e13a2d560786.sol,Object,setHammer(address),False,22019,False,20856.0,14,True,False,True,False,False,20828
0x309342eeeb7a4d0674d0d9e3ed71e13a2d560786.sol,Object,setOwner(address),False,21931,False,20856.0,14,True,False,True,False,False,20740
0x309342eeeb7a4d0674d0d9e3ed71e13a2d560786.sol,Token,balanceOf(address),False,1298,False,475.0,14,True,False,True,False,False,713
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,Token,"approve(address,uint256)",False,287,False,212.0000,14,True,False,True,False,False,302
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,Token,balanceOf(address),False,312,False,171.0000,14,True,False,True,False,False,327
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,Token,"allowance(address,address)",False,391,False,206.0000,14,True,False,True,False,False,406
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,Token,"transferFrom(address,address,uint256)",False,366,False,247.0000,14,True,False,True,False,False,381
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,Token,"transfer(address,uint256)",False,375,False,212.0000,14,True,False,True,False,False,390
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,StandardToken,"approve(address,uint256)",False,22316,False,22253.0000,14,True,False,True,False,False,22331
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,StandardToken,balanceOf(address),False,1210,False,475.0000,14,True,False,True,False,False,625
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,StandardToken,"allowance(address,address)",False,1379,False,606.0000,14,True,False,True,False,False,794
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,StandardToken,"transferFrom(address,address,uint256)",False,68821,False,64556.0000,14,True,False,True,False,False,64636
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,StandardToken,"transfer(address,uint256)",False,46802,False,43669.0000,14,True,False,True,False,False,43817
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"approve(address,uint256)",False,22360,False,22253.0000,14,True,False,True,False,False,22375
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"destroy(address,uint256)",False,44193,False,41638.0000,14,True,False,True,False,True,0
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,balanceOf(address),False,1298,False,475.0000,14,True,False,True,False,False,713
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"transferFrom(address,address,uint256)",False,68887,False,64556.0000,14,True,False,True,False,False,64702
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"create(address,uint256)",False,43233,False,41404.0000,14,True,False,True,False,True,0
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"allowance(address,address)",False,1511,False,606.0000,14,True,False,True,False,False,926
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,ReserveToken,"transfer(address,uint256)",False,46934,False,43669.0000,14,True,False,True,False,False,43949
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,YesNo,redeem(uint256),False,148603,False,"ExternalCall['noToken.destroy__msg.sender, tokens__']*1.0000 + ExternalCall['yesToken.destroy__msg.sender, tokens__']*1.0000 + 35858.0000 + 0.0938*returndatasize",14,True,False,True,False,True,0
0x4bbdeadf8334e8a85d3e22ec090af74c3a673118.sol,YesNo,"resolve(uint8,bytes32,bytes32,bytes32)",False,82083,False,"ExternalCall['ecrecover__sha3__factHash, value__, v, r, s__']*1.0000 + 51338.0000 + 0.0938*returndatasize",14,True,False,True,False,True,0
0xd3b964032fdc3941c2e62e32d6e6012500fbe304.sol,ManagedToken,setManager(address),False,22559,False,20934.0000,14,True,False,True,False,False,21374
0xd3b964032fdc3941c2e62e32d6e6012500fbe304.sol,ManagedToken,setUpgrader(address),False,44020,False,41707.0000,14,True,False,True,False,False,41635
0xd3b964032fdc3941c2e62e32d6e6012500fbe304.sol,ManagedToken,"allowance(address,address)",False,1885,False,606.0000,14,True,False,True,False,False,1300
0xd3b964032fdc3941c2e62e32d6e6012500fbe304.sol,ManagedToken,"decreaseApproval(address,uint256)",False,25591,False,23538.0000,14,True,False,True,False,True,0
